,location,total_sqft,bath,price,bhk
1906,Garudachar Palya,1060.0,2,48.5,2
1907,Garudachar Palya,1150.0,2,52.5,2
1908,Garudachar Palya,1325.0,2,60.8,3
1909,Garudachar Palya,1060.0,2,48.66,2
1910,Garudachar Palya,1150.0,2,52.0,2
1911,Garudachar Palya,1154.0,2,51.8,2
1912,Giri Nagar,2400.0,4,400.0,4
1913,Giri Nagar,1800.0,3,252.0,3
1914,Giri Nagar,1350.0,3,240.0,3
1915,Giri Nagar,2400.0,4,400.0,4
1916,Giri Nagar,3000.0,4,375.0,6
1917,Giri Nagar,2400.0,6,400.0,6
1918,Giri Nagar,4000.0,3,750.0,4
1919,Gollarapalya Hosahalli,861.0,2,34.5,2
1920,Gollarapalya Hosahalli,1408.0,3,62.0,3
1921,Gollarapalya Hosahalli,861.0,2,34.5,2
1922,Gollarapalya Hosahalli,1318.0,3,54.0,3
1923,Gollarapalya Hosahalli,861.0,2,36.5,2
1924,Gollarapalya Hosahalli,1320.0,3,60.0,3
1925,Gollarapalya Hosahalli,1345.0,3,60.0,3
1926,Gollarapalya Hosahalli,1905.0,3,86.0,4
1927,Gollarapalya Hosahalli,1318.0,3,56.0,3
1928,Gollarapalya Hosahalli,1129.0,2,50.0,2
1929,Gottigere,1100.0,2,40.0,2
1930,Gottigere,967.0,2,45.0,2
1931,Gottigere,1618.0,3,82.5,3
1932,Gottigere,1222.0,2,63.0,2
1933,Gottigere,1300.0,3,65.0,3
1934,Gottigere,950.0,2,38.0,2
1935,Gottigere,1153.0,2,48.5,2
1936,Gottigere,812.0,1,26.0,1
1937,Gottigere,1460.0,2,65.0,3
1938,Gottigere,1500.0,3,70.0,3
1939,Gottigere,1621.0,3,72.0,3
1940,Gottigere,812.0,1,26.0,1
1941,Gottigere,990.0,2,40.0,2
1942,Gottigere,1235.0,2,63.0,2
1943,Gottigere,1385.0,3,64.0,3
1944,Gottigere,1000.0,2,35.0,2
1945,Gottigere,1010.0,2,35.0,2
1946,Gottigere,1435.0,2,62.0,3
1947,Gottigere,945.0,2,45.0,2
1948,Gottigere,2500.0,3,120.0,4
1949,Gottigere,1230.0,2,52.0,3
1950,Gottigere,1120.0,2,50.0,2
1951,Gottigere,1500.0,3,63.0,3
1952,Gottigere,1200.0,2,40.0,2
1953,Gottigere,1280.0,2,61.0,2
1954,Gottigere,1205.0,2,56.58,2
1955,Gottigere,1170.0,2,40.0,2
1956,Gottigere,3000.0,3,132.0,4
1957,Gottigere,1613.0,3,72.0,3
1958,Gottigere,1110.0,2,36.25,2
1959,Gottigere,1245.0,2,59.0,2
1960,Gottigere,1200.0,2,50.0,2
1961,Green Glen Layout,1670.0,3,120.0,3
1962,Green Glen Layout,3250.0,4,230.0,4
1963,Green Glen Layout,1776.42,3,105.0,3
1964,Green Glen Layout,3250.0,4,230.0,4
1965,Green Glen Layout,940.0,2,56.8,2
1966,Green Glen Layout,1075.0,2,60.0,2
1967,Green Glen Layout,1715.0,3,115.0,3
1968,Green Glen Layout,1751.0,2,115.0,3
1969,Green Glen Layout,1750.0,3,130.0,3
1970,Green Glen Layout,1530.0,3,105.0,3
1971,Green Glen Layout,1752.0,3,105.0,3
1972,Green Glen Layout,1680.0,4,95.0,3
1973,Green Glen Layout,1728.0,3,125.0,3
1974,Green Glen Layout,1645.0,3,110.0,3
1975,Green Glen Layout,1517.0,3,100.0,3
1976,Green Glen Layout,3150.0,4,218.0,4
1977,Green Glen Layout,1750.0,3,120.0,3
1978,Green Glen Layout,1751.0,3,115.0,3
1979,Green Glen Layout,1750.0,3,105.0,3
1980,Green Glen Layout,1885.0,3,135.0,3
1981,Green Glen Layout,1715.0,3,120.0,3
1982,Green Glen Layout,1623.29,2,105.0,3
1983,Green Glen Layout,1715.0,3,115.0,3
1984,Green Glen Layout,1715.0,3,105.0,3
1985,Green Glen Layout,1600.0,3,105.0,3
1986,Green Glen Layout,1717.0,3,125.0,3
1987,Green Glen Layout,1250.0,2,75.0,2
1988,Green Glen Layout,1715.0,3,112.0,3
1989,Gubbalala,1470.0,2,82.0,3
1990,Gubbalala,1745.0,3,104.0,3
1991,Gubbalala,1745.0,3,115.0,3
1992,Gubbalala,1745.0,3,110.0,3
1993,Gubbalala,1650.0,3,71.0,3
1994,Gubbalala,2570.0,4,141.0,5
1995,Gubbalala,1205.0,2,70.0,2
1996,Gubbalala,1435.0,2,80.0,3
1997,Gubbalala,1475.0,2,80.0,2
1998,Gubbalala,1100.0,2,49.5,2
1999,Gubbalala,1060.0,2,46.0,2
2000,Gubbalala,2000.0,3,125.0,3
2001,Gunjur,1140.0,2,43.0,2
2002,Gunjur,1356.0,2,66.0,3
2003,Gunjur,1600.0,3,75.0,3
2004,Gunjur,2000.0,3,95.0,4
2005,Gunjur,1140.0,2,49.11,2
2006,Gunjur,1195.0,2,44.0,2
2007,Gunjur,1190.0,2,40.0,2
2008,Gunjur,1457.0,2,60.0,2
2009,Gunjur,1080.0,2,41.0,2
2010,Gunjur,1175.0,2,43.48,2
2011,Gunjur,1362.0,3,62.63,3
2012,Gunjur,1071.0,2,51.0,2
2013,Gunjur,1063.0,2,40.0,2
2014,Gunjur,1235.0,2,52.76,2
2015,Gunjur,1362.0,3,62.63,3
2016,Gunjur,1362.0,3,62.63,3
2017,Gunjur,1588.0,2,90.0,3
2018,Gunjur,1235.0,2,44.5,2
2019,Gunjur,1457.0,2,60.0,2
2020,HAL 2nd Stage,1490.0,2,300.0,3
2021,HAL 2nd Stage,600.0,3,145.0,2
2022,HAL 2nd Stage,2700.0,3,500.0,3
2023,HAL 2nd Stage,2040.0,4,500.0,5
2024,HBR Layout,2800.0,2,200.0,3
2025,HBR Layout,1722.0,3,95.0,3
2026,HBR Layout,1200.0,4,120.0,4
2027,HBR Layout,1200.0,2,60.0,2
2028,HBR Layout,1004.0,2,49.0,2
2029,HBR Layout,1783.0,3,125.0,3
2030,HBR Layout,1656.0,3,90.0,3
2031,HBR Layout,1089.0,2,60.0,2
2032,HBR Layout,1700.0,3,110.0,3
2033,HBR Layout,1198.0,2,65.0,2
2034,HBR Layout,1200.0,4,115.0,4
2035,HBR Layout,1200.0,2,120.0,2
2036,HBR Layout,1832.0,3,160.0,3
2037,HRBR Layout,1374.0,2,95.0,2
2038,HRBR Layout,1440.0,2,98.0,2
2039,HRBR Layout,2800.0,3,250.0,3
2040,HRBR Layout,1210.0,2,75.0,2
2041,HRBR Layout,1265.0,2,78.0,2
2042,HRBR Layout,1170.0,2,75.0,2
2043,HRBR Layout,1900.0,3,90.0,4
2044,HRBR Layout,1625.0,3,120.0,3
2045,HRBR Layout,1301.0,2,120.0,2
2046,HRBR Layout,1145.0,2,68.5,2
2047,HRBR Layout,1300.0,2,90.0,2
2048,HSR Layout,1372.0,2,68.0,2
2049,HSR Layout,1475.0,3,75.0,3
2050,HSR Layout,1467.0,2,55.0,2
2051,HSR Layout,1140.0,2,46.0,2
2052,HSR Layout,1372.0,2,61.0,2
2053,HSR Layout,1750.0,3,95.0,3
2054,HSR Layout,1027.0,2,44.0,2
2055,HSR Layout,1650.0,3,110.0,3
2056,HSR Layout,1140.0,2,46.0,2
2057,HSR Layout,1372.0,2,61.0,2
2058,HSR Layout,1140.0,2,46.0,2
2059,HSR Layout,1185.0,2,60.0,2
2060,HSR Layout,1127.0,2,68.0,2
2061,HSR Layout,1600.0,2,115.0,3
2062,HSR Layout,1145.0,2,48.0,2
2063,HSR Layout,1009.0,2,56.0,2
2064,HSR Layout,1300.0,2,98.0,2
2065,HSR Layout,1140.0,2,46.0,2
2066,HSR Layout,1126.0,2,69.0,2
2067,HSR Layout,1140.0,2,46.0,2
2068,HSR Layout,1145.0,2,46.0,2
2069,HSR Layout,1142.0,2,65.0,2
2070,HSR Layout,1145.0,2,46.0,2
2071,HSR Layout,1844.0,3,95.0,3
2072,HSR Layout,1203.0,2,72.0,2
2073,HSR Layout,1140.0,2,46.0,2
2074,HSR Layout,4200.0,5,245.0,5
2075,HSR Layout,1140.0,2,46.0,2
2076,HSR Layout,1145.0,2,46.0,2
2077,HSR Layout,1009.0,2,56.0,2
2078,HSR Layout,1145.0,2,46.0,2
2079,HSR Layout,1100.0,2,44.0,2
2080,HSR Layout,1203.0,2,60.0,2
2081,HSR Layout,1120.0,2,70.0,2
2082,HSR Layout,1140.0,2,46.0,2
2083,HSR Layout,1289.0,2,70.0,2
2084,HSR Layout,1844.0,3,89.0,3
2085,HSR Layout,1203.0,2,60.0,2
2086,HSR Layout,1140.0,2,46.0,2
2087,Haralur Road,1240.0,2,70.0,2
2088,Haralur Road,1027.0,2,44.0,2
2089,Haralur Road,2650.0,4,198.0,4
2090,Haralur Road,1194.0,2,47.0,2
2091,Haralur Road,1202.0,2,53.0,2
2092,Haralur Road,1056.0,2,61.0,2
2093,Haralur Road,1810.0,3,100.0,3
2094,Haralur Road,1194.0,2,46.0,2
2095,Haralur Road,1225.0,2,67.38,2
2096,Haralur Road,1243.0,2,46.0,2
2097,Haralur Road,1027.0,2,44.0,2
2098,Haralur Road,1920.0,3,115.0,3
2099,Haralur Road,1875.0,3,110.0,3
2100,Haralur Road,1194.0,2,47.0,2
2101,Haralur Road,1140.0,2,43.0,2
2102,Haralur Road,1027.0,2,44.0,2
2103,Haralur Road,1194.0,2,46.0,2
2104,Haralur Road,2017.0,3,125.0,3
2105,Haralur Road,1140.0,2,43.0,2
2106,Haralur Road,1875.0,3,110.0,3
2107,Haralur Road,1092.0,2,44.0,2
2108,Haralur Road,2475.0,4,130.0,3
2109,Haralur Road,1300.0,2,73.0,2
2110,Haralur Road,1194.0,2,47.0,2
2111,Haralur Road,1243.0,2,46.0,2
2112,Haralur Road,1850.0,3,110.0,3
2113,Haralur Road,1225.0,2,67.38,2
2114,Haralur Road,1243.0,2,46.0,2
2115,Haralur Road,3400.0,5,240.0,4
2116,Haralur Road,1464.0,2,56.0,2
2117,Haralur Road,1230.0,2,78.0,2
2118,Haralur Road,1000.0,2,44.0,2
2119,Haralur Road,1300.0,2,79.0,2
2120,Haralur Road,1444.0,2,80.0,3
2121,Haralur Road,1088.0,2,68.0,2
2122,Haralur Road,1027.0,2,44.0,2
2123,Haralur Road,1225.0,2,70.0,2
2124,Haralur Road,1194.0,2,46.0,2
2125,Haralur Road,1830.0,3,101.0,3
2126,Haralur Road,1810.0,3,126.0,3
2127,Haralur Road,1464.0,2,56.0,2
2128,Haralur Road,1520.0,2,96.0,3
2129,Haralur Road,1300.0,2,75.0,2
2130,Haralur Road,2017.0,2,125.0,3
2131,Haralur Road,1243.0,2,46.0,2
2132,Haralur Road,1027.0,2,44.0,2
2133,Haralur Road,2805.0,5,160.0,4
2134,Haralur Road,1243.0,2,46.0,2
2135,Haralur Road,1027.0,2,44.0,2
2136,Haralur Road,2017.0,3,105.0,3
2137,Haralur Road,1243.0,2,46.0,2
2138,Haralur Road,1243.0,2,46.0,2
2139,Haralur Road,1520.0,2,90.0,3
2140,Haralur Road,1300.0,2,60.0,2
2141,Haralur Road,1985.0,3,130.0,3
2142,Haralur Road,1255.0,2,90.0,3
2143,Haralur Road,1056.0,2,60.0,2
2144,Haralur Road,1140.0,2,42.0,2
2145,Haralur Road,1245.0,2,62.0,2
2146,Haralur Road,1140.0,2,58.0,2
2147,Haralur Road,1140.0,2,42.0,2
2148,Haralur Road,1027.0,2,43.0,2
2149,Haralur Road,1194.0,2,47.0,2
2150,Haralur Road,1194.0,2,47.0,2
2151,Haralur Road,1560.0,3,90.0,3
2152,Haralur Road,1520.0,2,85.0,3
2153,Haralur Road,1243.0,2,45.0,2
2154,Haralur Road,1027.0,2,44.0,2
2155,Haralur Road,1194.0,2,46.0,2
2156,Haralur Road,1650.0,3,100.0,3
2157,Haralur Road,1580.0,3,73.0,3
2158,Haralur Road,1243.0,2,46.0,2
2159,Haralur Road,1194.0,2,47.0,2
2160,Haralur Road,1520.0,2,96.0,3
2161,Haralur Road,1510.0,3,83.05,3
2162,Haralur Road,1056.0,2,65.0,2
2163,Haralur Road,1810.0,3,100.0,3
2164,Haralur Road,1243.0,2,46.0,2
2165,Haralur Road,575.0,1,38.0,1
2166,Haralur Road,1194.0,2,46.0,2
2167,Haralur Road,1243.0,2,46.0,2
2168,Haralur Road,1194.0,2,46.0,2
2169,Haralur Road,1140.0,2,43.0,2
2170,Haralur Road,1850.0,3,120.0,3
2171,Haralur Road,1194.0,2,47.0,2
2172,Haralur Road,1194.0,2,47.0,2
2173,Haralur Road,1243.0,2,46.0,2
2174,Haralur Road,1710.0,3,85.0,3
2175,Haralur Road,1730.0,3,95.0,3
2176,Haralur Road,1243.0,2,46.0,2
2177,Haralur Road,1243.0,2,46.0,2
2178,Haralur Road,1243.0,2,46.0,2
2179,Haralur Road,1817.0,3,110.0,3
2180,Haralur Road,1225.0,2,77.0,2
2181,Haralur Road,1285.0,2,78.0,2
2182,Haralur Road,1225.0,2,67.48,2
2183,Haralur Road,1225.0,2,69.84,2
2184,Haralur Road,1200.0,2,46.0,2
2185,Haralur Road,1315.0,2,85.0,2
2186,Haralur Road,1976.0,3,92.0,3
2187,Haralur Road,1300.0,2,75.0,2
2188,Haralur Road,1309.0,2,82.0,2
2189,Haralur Road,1027.0,1,44.0,2
2190,Haralur Road,1243.0,2,46.0,2
2191,Haralur Road,1243.0,2,46.0,2
2192,Haralur Road,1140.0,2,43.0,2
2193,Haralur Road,1300.0,2,75.0,2
2194,Haralur Road,1243.0,2,46.0,2
2195,Haralur Road,1890.0,3,84.0,3
2196,Haralur Road,1230.0,2,67.65,2
2197,Haralur Road,1194.0,2,46.0,2
2198,Haralur Road,1092.0,2,44.0,2
2199,Haralur Road,1255.0,3,90.0,3
2200,Haralur Road,1735.0,3,97.0,3
2201,Haralur Road,1810.0,3,97.83,3
2202,Haralur Road,1200.0,2,46.0,2
2203,Haralur Road,1243.0,2,46.0,2
2204,Haralur Road,1810.0,3,112.0,3
2205,Harlur,1508.0,2,77.0,2
2206,Harlur,1752.12,3,135.0,3
2207,Harlur,1709.0,3,150.0,3
2208,Harlur,1174.0,2,69.0,2
2209,Harlur,1033.0,2,49.0,2
2210,Harlur,1197.0,2,84.0,2
2211,Harlur,1757.0,3,132.0,3
2212,Harlur,1174.0,2,76.0,2
2213,Harlur,1754.0,3,125.0,3
2214,Harlur,1290.0,2,85.0,2
2215,Harlur,1752.12,3,116.0,3
2216,Harlur,1754.0,3,135.0,3
2217,Harlur,1754.0,3,124.0,3
2218,Harlur,1152.0,2,69.0,2
2219,Harlur,1290.0,2,87.0,2
2220,Harlur,1749.0,3,115.0,3
2221,Harlur,3385.0,4,260.0,4
2222,Harlur,2240.0,5,155.0,3
2223,Harlur,1758.0,3,133.0,3
2224,Harlur,1197.0,2,79.0,2
2225,Harlur,1174.0,2,78.0,2
2226,Harlur,1197.0,2,79.0,2
2227,Harlur,1749.0,3,112.0,3
2228,Harlur,1174.0,2,75.0,2
2229,Harlur,1750.0,3,136.0,3
2230,Harlur,1620.0,3,110.0,3
2231,Harlur,1459.0,3,135.0,3
2232,Harlur,1762.0,3,133.0,3
2233,Harlur,1756.0,3,131.0,3
2234,Harlur,1755.0,3,130.0,3
2235,Harlur,1864.0,3,140.0,3
2236,Harlur,1331.0,2,88.0,2
2237,Harlur,1752.12,3,133.0,3
2238,Harlur,1133.0,2,55.0,2
2239,Harlur,1756.0,3,128.0,3
2240,Harlur,1749.0,3,120.0,3
2241,Harlur,1197.0,2,82.0,2
2242,Harlur,1303.0,2,90.0,2
2243,Harlur,1754.0,3,132.0,3
2244,Harlur,1174.0,2,75.0,2
2245,Harlur,1756.0,3,134.0,3
2246,Harlur,1197.0,2,78.0,2
2247,Harlur,1290.0,2,89.9,2
2248,Harlur,1386.0,2,85.0,2
2249,Harlur,1174.0,2,74.0,2
2250,Harlur,1174.0,2,78.0,2
2251,Harlur,1755.0,3,115.0,3
2252,Harlur,2569.0,4,175.0,4
2253,Harlur,1197.0,2,77.0,2
2254,Harlur,1752.12,3,125.0,3
2255,Harlur,2569.0,5,180.0,4
2256,Harlur,1225.0,2,56.0,2
2257,Harlur,1197.0,2,76.0,2
2258,Harlur,1197.0,2,75.0,2
2259,Harlur,1755.0,3,117.0,3
2260,Harlur,1197.0,2,79.9,2
2261,Harlur,936.0,2,45.0,2
2262,Harlur,2990.0,4,225.0,4
2263,Harlur,1370.0,2,88.0,2
2264,Hebbal,1760.0,2,123.0,3
2265,Hebbal,1349.0,2,98.2,2
2266,Hebbal,2483.0,5,212.0,4
2267,Hebbal,1760.0,2,130.0,3
2268,Hebbal,3450.0,5,260.0,3
2269,Hebbal,1920.0,3,134.0,3
2270,Hebbal,1337.0,2,82.0,2
2271,Hebbal,1349.0,2,98.0,2
2272,Hebbal,1036.0,2,50.0,2
2273,Hebbal,1790.0,3,127.0,3
2274,Hebbal,2790.0,5,198.0,4
2275,Hebbal,1985.0,4,189.0,3
2276,Hebbal,2483.0,5,215.0,4
2277,Hebbal,1080.0,2,54.0,2
2278,Hebbal,812.0,2,55.0,2
2279,Hebbal,2790.0,4,198.0,4
2280,Hebbal,1075.0,2,52.0,2
2281,Hebbal,3067.0,4,230.0,4
2282,Hebbal,1040.0,2,50.0,2
2283,Hebbal,2526.0,2,250.0,3
2284,Hebbal,3067.0,4,230.0,4
2285,Hebbal,823.0,2,50.63,2
2286,Hebbal,1420.0,2,123.0,2
2287,Hebbal,1420.0,2,99.39,2
2288,Hebbal,4235.0,4,365.0,4
2289,Hebbal,1700.0,3,124.0,3
2290,Hebbal,3960.0,5,386.0,4
2291,Hebbal,1420.0,2,99.39,2
2292,Hebbal,1440.0,2,115.0,2
2293,Hebbal,1100.0,2,54.0,2
2294,Hebbal,2400.0,4,180.0,3
2295,Hebbal,1420.0,2,107.0,2
2296,Hebbal,1320.0,2,92.0,2
2297,Hebbal,919.0,2,49.0,2
2298,Hebbal,1645.0,3,135.0,3
2299,Hebbal,2080.0,3,175.0,3
2300,Hebbal,2483.0,5,230.0,4
2301,Hebbal,2600.0,3,195.0,3
2302,Hebbal,1645.0,3,117.0,3
2303,Hebbal,1251.0,2,88.73,2
2304,Hebbal,1645.0,3,121.0,3
2305,Hebbal,1760.0,3,123.0,3
2306,Hebbal,2790.0,4,198.0,4
2307,Hebbal,3960.0,5,386.0,4
2308,Hebbal,1645.0,3,120.0,3
2309,Hebbal,1255.0,2,90.0,3
2310,Hebbal,1645.0,3,117.0,3
2311,Hebbal,1636.0,3,119.0,3
2312,Hebbal,1255.0,2,95.0,3
2313,Hebbal,2790.0,4,198.0,4
2314,Hebbal,1255.0,2,95.0,3
2315,Hebbal,1088.0,2,61.45,2
2316,Hebbal,1349.0,2,97.8,2
2317,Hebbal,1344.0,2,108.0,2
2318,Hebbal,1255.0,2,90.0,3
2319,Hebbal,1138.0,2,110.0,2
2320,Hebbal,2790.0,5,204.0,4
2321,Hebbal,1088.0,2,62.0,2
2322,Hebbal,1987.0,4,165.0,3
2323,Hebbal,2790.0,5,198.0,4
2324,Hebbal,1299.0,2,100.0,2
2325,Hebbal,1200.0,2,60.0,2
2326,Hebbal,1645.0,3,117.0,3
2327,Hebbal,1390.0,2,95.0,2
2328,Hebbal,1333.0,2,100.0,2
2329,Hebbal,2650.0,4,199.0,3
2330,Hebbal,1800.0,3,140.0,3
2331,Hebbal,2470.0,4,203.0,4
2332,Hebbal,1255.0,2,95.0,3
2333,Hebbal,1333.0,2,104.0,2
2334,Hebbal,1645.0,3,117.0,3
2335,Hebbal,2600.0,3,199.0,3
2336,Hebbal,1345.0,2,97.0,2
2337,Hebbal,985.0,2,62.0,2
2338,Hebbal,1320.0,2,91.0,2
2339,Hebbal,2388.0,3,195.0,3
2340,Hebbal,1040.0,2,55.0,2
2341,Hebbal,2600.0,3,195.0,3
2342,Hebbal,1075.0,2,52.0,2
2343,Hebbal,2790.0,5,198.0,4
2344,Hebbal,1645.0,3,113.0,3
2345,Hebbal,1420.0,2,99.39,2
2346,Hebbal,3520.0,5,320.0,3
2347,Hebbal,1162.0,2,69.0,2
2348,Hebbal,1100.0,2,60.0,2
2349,Hebbal,4235.0,5,364.0,4
2350,Hebbal,1299.0,2,97.0,2
2351,Hebbal,2470.0,5,192.0,4
2352,Hebbal,1645.0,3,117.0,3
2353,Hebbal,1920.0,3,134.0,3
2354,Hebbal,3520.0,5,240.0,3
2355,Hebbal,1920.0,3,150.0,3
2356,Hebbal,2375.0,4,189.0,4
2357,Hebbal,1420.0,2,99.26,2
2358,Hebbal,1252.0,2,92.0,2
2359,Hebbal,2790.0,4,198.0,4
2360,Hebbal,1162.0,2,59.0,2
2361,Hebbal,1294.0,2,115.0,2
2362,Hebbal,1150.0,2,57.0,2
2363,Hebbal,1740.0,2,137.0,3
2364,Hebbal,1662.0,3,155.0,3
2365,Hebbal,2250.0,3,219.0,3
2366,Hebbal,1349.0,2,98.0,2
2367,Hebbal,4000.0,6,370.0,4
2368,Hebbal,1349.0,2,96.8,2
2369,Hebbal Kempapura,1700.0,3,155.0,3
2370,Hebbal Kempapura,1800.0,3,175.0,3
2371,Hebbal Kempapura,2900.0,4,300.0,3
2372,Hebbal Kempapura,3522.0,3,380.0,3
2373,Hebbal Kempapura,2280.0,5,200.0,5
2374,Hebbal Kempapura,1200.0,2,125.0,2
2375,Hebbal Kempapura,2900.0,4,240.0,3
2376,Hebbal Kempapura,1300.0,2,102.0,2
2377,Hebbal Kempapura,1466.0,2,140.0,3
2378,Hebbal Kempapura,1725.0,2,165.0,3
2379,Hebbal Kempapura,1200.0,3,125.0,3
2380,Hebbal Kempapura,3408.0,3,260.0,3
2381,Hebbal Kempapura,1485.0,3,132.0,2
2382,Hebbal Kempapura,1400.0,2,108.0,2
2383,Hebbal Kempapura,1800.0,3,150.0,3
2384,Hebbal Kempapura,2400.0,5,200.0,5
2385,Hebbal Kempapura,2800.0,5,220.0,5
2386,Hebbal Kempapura,1785.0,3,165.0,3
2387,Hebbal Kempapura,3729.0,4,384.0,4
2388,Hebbal Kempapura,1600.0,3,170.0,3
2389,Hebbal Kempapura,1730.0,3,175.0,3
2390,Hegde Nagar,1569.0,3,101.0,3
2391,Hegde Nagar,3000.0,7,210.0,6
2392,Hegde Nagar,2026.0,3,132.0,3
2393,Hegde Nagar,1801.0,3,115.0,3
2394,Hegde Nagar,1050.0,1,56.0,2
2395,Hegde Nagar,1341.0,2,97.0,2
2396,Hegde Nagar,2112.95,4,145.0,3
2397,Hegde Nagar,1200.0,4,83.0,4
2398,Hegde Nagar,1703.0,3,113.0,3
2399,Hegde Nagar,1570.0,3,105.0,3
2400,Hegde Nagar,1801.0,3,140.0,3
2401,Hegde Nagar,1584.01,3,103.0,3
2402,Hegde Nagar,1965.0,4,125.0,3
2403,Hegde Nagar,1200.0,2,75.0,2
2404,Hegde Nagar,1847.0,3,135.0,3
2405,Hegde Nagar,1965.0,4,132.0,3
2406,Hegde Nagar,1703.0,3,125.0,3
2407,Hegde Nagar,1847.0,3,125.0,3
2408,Hegde Nagar,2144.6,4,145.0,3
2409,Hegde Nagar,1718.0,3,119.0,3
2410,Hegde Nagar,1847.0,3,123.0,3
2411,Hegde Nagar,1340.0,2,72.0,2
2412,Hegde Nagar,2087.01,3,115.0,3
2413,Hegde Nagar,1703.0,3,130.0,3
2414,Hegde Nagar,2087.01,4,135.0,3
2415,Hegde Nagar,1718.0,3,130.0,3
2416,Hegde Nagar,1884.0,4,118.0,3
2417,Hegde Nagar,1930.0,4,122.0,3
2418,Hegde Nagar,1584.01,3,104.0,3
2419,Hegde Nagar,1168.0,2,68.0,3
2420,Hegde Nagar,2162.03,4,129.0,3
2421,Hegde Nagar,2087.01,4,160.0,3
2422,Hegde Nagar,1000.0,2,66.0,2
2423,Hegde Nagar,1348.0,2,80.5,3
2424,Hennur,1075.0,2,52.0,2
2425,Hennur,1255.0,2,52.32,2
2426,Hennur,1225.0,2,57.0,2
2427,Hennur,1255.0,2,57.5,2
2428,Hennur,1259.0,2,57.0,2
2429,Hennur,1255.0,2,53.5,2
2430,Hennur,1285.0,2,60.0,2
2431,Hennur,1285.0,2,60.0,2
2432,Hennur,1100.0,2,60.0,2
2433,Hennur,1231.0,2,48.0,2
2434,Hennur,1255.0,2,58.0,2
2435,Hennur,1040.0,2,42.12,2
2436,Hennur,1255.0,2,54.5,2
2437,Hennur,1041.0,2,40.6,2
2438,Hennur,1255.0,2,55.5,2
2439,Hennur,1231.0,2,50.0,2
2440,Hennur,2500.0,5,125.0,5
2441,Hennur,1160.0,2,49.0,2
2442,Hennur,2400.0,3,135.0,3
2443,Hennur,1255.0,2,53.5,2
2444,Hennur,1255.0,2,55.5,2
2445,Hennur,1100.0,2,44.55,2
2446,Hennur,1255.0,2,57.5,2
2447,Hennur,960.0,2,48.0,2
2448,Hennur,1020.0,2,48.0,2
2449,Hennur,1255.0,2,52.32,2
2450,Hennur,1295.0,2,64.0,2
2451,Hennur,1935.0,3,102.0,3
2452,Hennur,1345.0,2,69.0,3
2453,Hennur,1255.0,2,58.0,2
2454,Hennur,1420.0,2,62.0,2
2455,Hennur,1155.0,2,54.5,2
2456,Hennur,1255.0,2,52.32,2
2457,Hennur,1255.0,2,52.35,2
2458,Hennur,1255.0,2,54.5,2
2459,Hennur,1830.0,2,113.0,3
2460,Hennur,1255.0,2,55.5,2
2461,Hennur,1255.0,2,53.57,2
2462,Hennur,1255.0,2,56.5,2
2463,Hennur,1050.0,2,42.73,2
2464,Hennur,1295.0,2,62.0,2
2465,Hennur Road,2089.0,3,140.0,3
2466,Hennur Road,5000.0,8,250.0,8
2467,Hennur Road,1385.0,2,83.09,2
2468,Hennur Road,2264.0,3,159.0,3
2469,Hennur Road,1157.0,2,84.0,2
2470,Hennur Road,1904.0,3,120.0,3
2471,Hennur Road,1891.0,3,109.0,3
2472,Hennur Road,1561.0,3,95.0,3
2473,Hennur Road,2060.0,3,149.0,3
2474,Hennur Road,1482.0,2,92.0,3
2475,Hennur Road,1232.0,2,89.0,2
2476,Hennur Road,1065.0,2,42.6,2
2477,Hennur Road,1482.0,2,87.0,3
2478,Hennur Road,1891.0,3,139.0,3
2479,Hennur Road,1703.0,3,101.0,3
2480,Hennur Road,1232.0,2,69.61,2
2481,Hennur Road,987.0,2,49.0,2
2482,Hennur Road,2160.0,3,160.0,3
2483,Hennur Road,1680.0,3,99.27,3
2484,Hennur Road,1065.0,2,42.6,2
2485,Hennur Road,1385.0,2,83.09,2
2486,Hennur Road,2350.0,3,174.0,3
2487,Hennur Road,1586.0,3,93.94,3
2488,Hennur Road,1975.0,3,123.0,3
2489,Hennur Road,1290.0,2,94.5,3
2490,Hennur Road,901.0,2,49.5,2
2491,Hennur Road,1445.0,3,86.56,3
2492,Hennur Road,1482.0,2,97.0,3
2493,Hennur Road,1182.0,2,82.5,2
2494,Hennur Road,1036.0,2,59.46,2
2495,Hennur Road,1891.0,3,109.0,3
2496,Hennur Road,1232.0,2,69.61,2
2497,Hennur Road,2320.0,3,170.0,3
2498,Hennur Road,1936.0,3,118.0,3
2499,Hennur Road,1480.0,2,65.0,2
2500,Hennur Road,1590.0,3,96.5,3
2501,Hennur Road,1445.0,2,105.0,3
2502,Hennur Road,1036.0,2,59.45,2
2503,Hennur Road,1832.0,3,125.0,3
2504,Hennur Road,1359.0,2,104.0,2
2505,Hennur Road,1341.0,2,75.76,2
2506,Hennur Road,1040.0,2,50.0,2
2507,Hennur Road,1414.0,2,84.18,2
2508,Hennur Road,1949.0,3,133.0,3
2509,Hennur Road,1232.0,2,89.0,2
2510,Hennur Road,1250.0,2,77.88,3
2511,Hennur Road,2502.0,4,180.0,4
2512,Hennur Road,1831.0,3,110.0,3
2513,Hennur Road,1232.0,2,87.0,2
2514,Hennur Road,1232.0,2,74.0,2
2515,Hennur Road,1232.0,2,66.0,2
